latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
22.5,114.0,11.0,28800,Asia/Singapore,GMT+8

time,cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%)
2025-09-14T00:00,4,4,0,0
2025-09-14T01:00,100,29,0,100
2025-09-14T02:00,100,40,0,100
2025-09-14T03:00,100,51,0,100
2025-09-14T04:00,94,57,0,81
2025-09-14T05:00,62,62,0,0
2025-09-14T06:00,64,64,0,0
2025-09-14T07:00,59,59,0,0
2025-09-14T08:00,49,49,0,0
2025-09-14T09:00,40,40,0,0
2025-09-14T10:00,47,47,0,0
2025-09-14T11:00,48,48,0,0
2025-09-14T12:00,43,43,0,0
2025-09-14T13:00,34,34,0,0
2025-09-14T14:00,4,4,0,0
2025-09-14T15:00,0,0,0,0
2025-09-14T16:00,0,0,0,0
2025-09-14T17:00,0,0,0,0
2025-09-14T18:00,33,33,0,0
2025-09-14T19:00,3,3,0,0
2025-09-14T20:00,0,0,0,0
2025-09-14T21:00,8,8,0,0
2025-09-14T22:00,38,38,0,0
2025-09-14T23:00,32,32,0,0
2025-09-15T00:00,31,31,0,0
2025-09-15T01:00,13,13,0,0
2025-09-15T02:00,3,3,0,0
2025-09-15T03:00,0,0,0,0
2025-09-15T04:00,0,0,0,0
2025-09-15T05:00,12,12,0,0
2025-09-15T06:00,26,26,0,0
2025-09-15T07:00,37,37,0,0
2025-09-15T08:00,34,34,0,0
2025-09-15T09:00,57,57,0,0
2025-09-15T10:00,47,47,0,0
2025-09-15T11:00,43,27,32,0
2025-09-15T12:00,78,60,46,1
2025-09-15T13:00,100,75,37,100
2025-09-15T14:00,100,46,61,100
2025-09-15T15:00,100,46,18,100
2025-09-15T16:00,81,68,31,25
2025-09-15T17:00,100,47,13,100
2025-09-15T18:00,100,21,32,100
2025-09-15T19:00,100,20,30,100
2025-09-15T20:00,100,20,16,100
2025-09-15T21:00,100,20,0,100
2025-09-15T22:00,100,24,0,100
2025-09-15T23:00,100,33,12,100
2025-09-16T00:00,100,29,19,100
2025-09-16T01:00,100,39,0,100
2025-09-16T02:00,100,40,27,100
2025-09-16T03:00,100,43,60,100
2025-09-16T04:00,100,45,17,100
2025-09-16T05:00,100,49,0,100
2025-09-16T06:00,88,43,0,72
2025-09-16T07:00,31,26,0,9
2025-09-16T08:00,22,22,0,0
2025-09-16T09:00,30,29,0,1
2025-09-16T10:00,100,36,12,100
2025-09-16T11:00,100,42,29,100
2025-09-16T12:00,100,52,18,100
2025-09-16T13:00,74,60,26,7
2025-09-16T14:00,93,71,37,67
2025-09-16T15:00,51,46,10,10
2025-09-16T16:00,47,36,18,3
2025-09-16T17:00,37,32,0,7
2025-09-16T18:00,64,34,20,30
2025-09-16T19:00,43,33,17,6
2025-09-16T20:00,63,28,33,28
2025-09-16T21:00,98,32,37,95
2025-09-16T22:00,15,4,11,1
2025-09-16T23:00,50,36,21,13
2025-09-17T00:00,75,43,56,4
2025-09-17T01:00,64,48,54,4
2025-09-17T02:00,60,53,50,0
2025-09-17T03:00,75,60,37,0
2025-09-17T04:00,57,46,34,0
2025-09-17T05:00,40,40,0,5
2025-09-17T06:00,86,41,0,66
2025-09-17T07:00,54,31,0,30
2025-09-17T08:00,38,29,0,14
2025-09-17T09:00,44,38,0,9
2025-09-17T10:00,50,47,0,5
2025-09-17T11:00,56,56,0,0
2025-09-17T12:00,55,51,10,0
2025-09-17T13:00,55,46,21,0
2025-09-17T14:00,54,41,31,0
2025-09-17T15:00,59,48,37,3
2025-09-17T16:00,64,55,42,7
2025-09-17T17:00,69,62,48,10
2025-09-17T18:00,54,49,32,7
2025-09-17T19:00,38,36,16,3
2025-09-17T20:00,23,23,0,0
2025-09-17T21:00,31,27,0,6
2025-09-17T22:00,39,31,0,13
2025-09-17T23:00,47,35,0,19
2025-09-18T00:00,50,37,0,22
2025-09-18T01:00,52,40,0,24
2025-09-18T02:00,55,42,0,27
2025-09-18T03:00,53,44,0,20
2025-09-18T04:00,50,46,0,13
2025-09-18T05:00,48,48,0,6
2025-09-18T06:00,49,49,0,6
2025-09-18T07:00,49,49,0,7
2025-09-18T08:00,50,50,0,7
2025-09-18T09:00,52,52,0,5
2025-09-18T10:00,54,54,0,4
2025-09-18T11:00,56,56,0,2
2025-09-18T12:00,66,63,11,8
2025-09-18T13:00,76,69,21,14
2025-09-18T14:00,86,76,32,20
2025-09-18T15:00,76,64,25,20
2025-09-18T16:00,65,51,18,20
2025-09-18T17:00,55,39,11,20
2025-09-18T18:00,49,36,7,18
2025-09-18T19:00,44,33,4,15
2025-09-18T20:00,38,30,0,13
2025-09-18T21:00,41,31,0,15
2025-09-18T22:00,44,33,0,17
2025-09-18T23:00,47,34,0,19
2025-09-19T00:00,48,39,0,17
2025-09-19T01:00,49,43,0,15
2025-09-19T02:00,50,48,0,13
2025-09-19T03:00,52,52,0,1
2025-09-19T04:00,49,49,0,0
2025-09-19T05:00,45,45,0,0
2025-09-19T06:00,44,44,0,0
2025-09-19T07:00,44,44,0,0
2025-09-19T08:00,43,43,0,0
2025-09-19T09:00,53,47,14,0
2025-09-19T10:00,63,50,27,1
2025-09-19T11:00,73,54,41,1
2025-09-19T12:00,71,56,32,4
2025-09-19T13:00,69,59,23,6
2025-09-19T14:00,67,61,14,9
2025-09-19T15:00,78,56,9,39
2025-09-19T16:00,89,51,5,70
2025-09-19T17:00,100,46,0,100
2025-09-19T18:00,100,38,0,100
2025-09-19T19:00,100,31,0,100
2025-09-19T20:00,100,23,0,100
2025-09-19T21:00,83,28,5,70
2025-09-19T22:00,67,34,10,40
2025-09-19T23:00,50,39,15,10
2025-09-20T00:00,57,43,10,20
2025-09-20T01:00,65,47,5,30
2025-09-20T02:00,72,51,0,40
2025-09-20T03:00,66,52,0,27
2025-09-20T04:00,59,52,0,13
2025-09-20T05:00,53,53,0,0
2025-09-20T06:00,57,56,3,3
2025-09-20T07:00,62,59,5,5
2025-09-20T08:00,66,62,8,8
2025-09-20T09:00,70,59,20,10
2025-09-20T10:00,73,56,33,12
2025-09-20T11:00,77,53,45,14
2025-09-20T12:00,79,60,39,11
2025-09-20T13:00,82,68,32,8
2025-09-20T14:00,84,75,26,5
2025-09-20T15:00,73,67,17,3
2025-09-20T16:00,62,59,9,2
2025-09-20T17:00,51,51,0,0
2025-09-20T18:00,34,34,0,0
2025-09-20T19:00,17,17,0,0
2025-09-20T20:00,0,0,0,0
2025-09-20T21:00,28,12,6,20
2025-09-20T22:00,55,24,13,41
2025-09-20T23:00,83,36,19,61

time,sunset (iso8601)
2025-08-14,2025-08-14T18:56
2025-08-15,2025-08-15T18:55
2025-08-16,2025-08-16T18:55
2025-08-17,2025-08-17T18:54
2025-08-18,2025-08-18T18:53
2025-08-19,2025-08-19T18:52
2025-08-20,2025-08-20T18:51
2025-08-21,2025-08-21T18:51
2025-08-22,2025-08-22T18:50
2025-08-23,2025-08-23T18:49
2025-08-24,2025-08-24T18:48
2025-08-25,2025-08-25T18:47
2025-08-26,2025-08-26T18:46
2025-08-27,2025-08-27T18:45
2025-08-28,2025-08-28T18:44
2025-08-29,2025-08-29T18:44
2025-08-30,2025-08-30T18:43
2025-08-31,2025-08-31T18:42
2025-09-01,2025-09-01T18:41
2025-09-02,2025-09-02T18:40
2025-09-03,2025-09-03T18:39
2025-09-04,2025-09-04T18:38
2025-09-05,2025-09-05T18:37
2025-09-06,2025-09-06T18:36
2025-09-07,2025-09-07T18:35
2025-09-08,2025-09-08T18:34
2025-09-09,2025-09-09T18:33
2025-09-10,2025-09-10T18:32
2025-09-11,2025-09-11T18:31
2025-09-12,2025-09-12T18:30
2025-09-13,2025-09-13T18:29
2025-09-14,2025-09-14T18:28
2025-09-15,2025-09-15T18:27
2025-09-16,2025-09-16T18:26
2025-09-17,2025-09-17T18:25
2025-09-18,2025-09-18T18:24
2025-09-19,2025-09-19T18:23
2025-09-20,2025-09-20T18:22
